question_id,image,gt,pred,raw_text
135,ISIC_0027478.jpg,bcc,bcc,bcc
136,ISIC_0031725.jpg,nv,nv,nv
137,ISIC_0029867.jpg,nv,nv,nv
138,ISIC_0026200.jpg,nv,nv,nv
139,ISIC_0034291.jpg,bkl,nv,nv
140,ISIC_0031765.jpg,nv,nv,nv
141,ISIC_0025763.jpg,nv,nv,nv
142,ISIC_0028513.jpg,nv,nv,nv
143,ISIC_0033472.jpg,nv,nv,nv
144,ISIC_0033449.jpg,bkl,nv,nv
145,ISIC_0032427.jpg,nv,nv,nv
146,ISIC_0027194.jpg,bkl,nv,nv
147,ISIC_0033496.jpg,mel,nv,nv
148,ISIC_0030120.jpg,nv,nv,nv
149,ISIC_0024381.jpg,bkl,bkl,bkl
150,ISIC_0033861.jpg,nv,nv,nv
151,ISIC_0033842.jpg,nv,nv,nv
152,ISIC_0030817.jpg,nv,nv,nv
153,ISIC_0025291.jpg,nv,nv,nv
154,ISIC_0033598.jpg,nv,nv,nv
155,ISIC_0032381.jpg,nv,nv,nv
156,ISIC_0032921.jpg,mel,nv,nv
157,ISIC_0030793.jpg,nv,nv,nv
158,ISIC_0025778.jpg,nv,nv,nv
159,ISIC_0029650.jpg,nv,nv,nv
160,ISIC_0024973.jpg,df,nv,nv
161,ISIC_0031742.jpg,nv,nv,nv
162,ISIC_0030279.jpg,nv,nv,nv
163,ISIC_0025138.jpg,nv,nv,nv
164,ISIC_0026130.jpg,nv,nv,nv
165,ISIC_0024416.jpg,nv,nv,nv
166,ISIC_0033997.jpg,nv,nv,nv
167,ISIC_0024405.jpg,nv,nv,nv
168,ISIC_0029683.jpg,bkl,nv,nv
169,ISIC_0025539.jpg,akiec,bkl,bkl
170,ISIC_0026558.jpg,mel,nv,nv
171,ISIC_0032048.jpg,nv,nv,nv
172,ISIC_0026972.jpg,nv,nv,nv
173,ISIC_0030532.jpg,nv,nv,nv
174,ISIC_0028789.jpg,nv,nv,nv
175,ISIC_0032384.jpg,bcc,nv,nv
176,ISIC_0026204.jpg,nv,nv,nv
177,ISIC_0032359.jpg,bkl,nv,nv
178,ISIC_0034095.jpg,bcc,nv,nv
179,ISIC_0031906.jpg,nv,nv,nv
180,ISIC_0030444.jpg,nv,nv,nv
181,ISIC_0026731.jpg,nv,nv,nv
182,ISIC_0025704.jpg,nv,nv,nv
183,ISIC_0033809.jpg,nv,nv,nv
184,ISIC_0025546.jpg,mel,bkl,bkl
185,ISIC_0026977.jpg,nv,nv,nv
186,ISIC_0033242.jpg,nv,nv,nv
187,ISIC_0032512.jpg,nv,nv,nv
188,ISIC_0031501.jpg,nv,nv,nv
189,ISIC_0026125.jpg,nv,nv,nv
190,ISIC_0028395.jpg,nv,nv,nv
191,ISIC_0033474.jpg,nv,nv,nv
192,ISIC_0031695.jpg,nv,nv,nv
193,ISIC_0026577.jpg,nv,nv,nv
194,ISIC_0030424.jpg,nv,nv,nv
195,ISIC_0026965.jpg,nv,nv,nv
196,ISIC_0027273.jpg,nv,nv,nv
197,ISIC_0028895.jpg,nv,nv,nv
198,ISIC_0031665.jpg,nv,nv,nv
199,ISIC_0025078.jpg,nv,nv,nv
200,ISIC_0030087.jpg,nv,nv,nv
201,ISIC_0032382.jpg,bkl,nv,nv
202,ISIC_0032744.jpg,nv,nv,nv
203,ISIC_0027031.jpg,nv,nv,nv
204,ISIC_0030459.jpg,bkl,bkl,bkl
205,ISIC_0026632.jpg,nv,nv,nv
206,ISIC_0032441.jpg,mel,nv,nv
207,ISIC_0032639.jpg,nv,nv,nv
208,ISIC_0028159.jpg,nv,nv,nv
209,ISIC_0029906.jpg,nv,nv,nv
210,ISIC_0029775.jpg,nv,nv,nv
211,ISIC_0030029.jpg,nv,nv,nv
212,ISIC_0029925.jpg,nv,nv,nv
213,ISIC_0031322.jpg,nv,nv,nv
214,ISIC_0026400.jpg,nv,nv,nv
215,ISIC_0026192.jpg,bcc,nv,nv
216,ISIC_0024572.jpg,bcc,nv,nv
217,ISIC_0031462.jpg,nv,nv,nv
218,ISIC_0031251.jpg,nv,nv,nv
219,ISIC_0029799.jpg,nv,nv,nv
220,ISIC_0024589.jpg,nv,nv,nv
221,ISIC_0029778.jpg,bkl,nv,nv
222,ISIC_0024671.jpg,nv,nv,nv
223,ISIC_0029874.jpg,nv,nv,nv
224,ISIC_0032011.jpg,nv,nv,nv
225,ISIC_0028389.jpg,bkl,nv,nv
226,ISIC_0024309.jpg,nv,nv,nv
227,ISIC_0032544.jpg,mel,nv,nv
228,ISIC_0028259.jpg,nv,nv,nv
229,ISIC_0030849.jpg,bkl,nv,nv
230,ISIC_0024626.jpg,bkl,bkl,bkl
231,ISIC_0033480.jpg,bkl,nv,nv
232,ISIC_0028153.jpg,nv,nv,nv
233,ISIC_0028881.jpg,bkl,nv,nv
234,ISIC_0028622.jpg,bkl,nv,nv
235,ISIC_0025112.jpg,nv,nv,nv
236,ISIC_0032817.jpg,nv,nv,nv
237,ISIC_0030205.jpg,nv,nv,nv
238,ISIC_0033214.jpg,nv,nv,nv
239,ISIC_0034025.jpg,nv,nv,nv
240,ISIC_0025644.jpg,bcc,nv,nv
241,ISIC_0024734.jpg,nv,nv,nv
242,ISIC_0029350.jpg,nv,nv,nv
243,ISIC_0026216.jpg,nv,nv,nv
244,ISIC_0026453.jpg,bcc,nv,nv
245,ISIC_0027023.jpg,bkl,nv,nv
246,ISIC_0027957.jpg,bkl,nv,nv
247,ISIC_0028969.jpg,mel,nv,nv
248,ISIC_0030601.jpg,nv,nv,nv
249,ISIC_0033536.jpg,akiec,bcc,bcc
250,ISIC_0033122.jpg,mel,nv,nv
251,ISIC_0024658.jpg,nv,nv,nv
252,ISIC_0027464.jpg,nv,nv,nv
253,ISIC_0028981.jpg,nv,nv,nv
254,ISIC_0028722.jpg,nv,nv,nv
255,ISIC_0032007.jpg,nv,nv,nv
256,ISIC_0024618.jpg,nv,nv,nv
257,ISIC_0033984.jpg,nv,nv,nv
258,ISIC_0031587.jpg,nv,nv,nv
259,ISIC_0025489.jpg,mel,nv,nv
260,ISIC_0027177.jpg,nv,nv,nv
261,ISIC_0028872.jpg,akiec,nv,nv
262,ISIC_0025390.jpg,nv,nv,nv
263,ISIC_0032821.jpg,nv,nv,nv
264,ISIC_0030313.jpg,nv,nv,nv
265,ISIC_0033955.jpg,nv,nv,nv
266,ISIC_0025092.jpg,nv,nv,nv
267,ISIC_0031156.jpg,nv,nv,nv
268,ISIC_0033199.jpg,bkl,nv,nv
269,ISIC_0027149.jpg,mel,nv,nv
270,ISIC_0032266.jpg,nv,nv,nv
271,ISIC_0027138.jpg,nv,nv,nv
272,ISIC_0030886.jpg,nv,nv,nv
273,ISIC_0032845.jpg,mel,nv,nv
274,ISIC_0031488.jpg,nv,nv,nv
275,ISIC_0030698.jpg,bkl,nv,nv
276,ISIC_0026861.jpg,bkl,bkl,bkl
277,ISIC_0029455.jpg,bkl,bkl,bkl
278,ISIC_0024374.jpg,nv,nv,nv
279,ISIC_0026375.jpg,nv,nv,nv
280,ISIC_0027006.jpg,bkl,nv,nv
281,ISIC_0032413.jpg,nv,nv,nv
282,ISIC_0025106.jpg,nv,nv,nv
283,ISIC_0032327.jpg,nv,nv,nv
284,ISIC_0032807.jpg,mel,nv,nv
285,ISIC_0026197.jpg,nv,nv,nv
286,ISIC_0024588.jpg,nv,nv,nv
287,ISIC_0033025.jpg,nv,nv,nv
288,ISIC_0029302.jpg,bkl,bkl,bkl
289,ISIC_0029103.jpg,nv,nv,nv
290,ISIC_0032684.jpg,mel,nv,nv
291,ISIC_0032811.jpg,nv,nv,nv
292,ISIC_0028889.jpg,nv,nv,nv
293,ISIC_0030874.jpg,nv,nv,nv
294,ISIC_0034292.jpg,nv,nv,nv
295,ISIC_0024350.jpg,nv,nv,nv
296,ISIC_0029274.jpg,nv,nv,nv
297,ISIC_0030028.jpg,nv,nv,nv
298,ISIC_0031439.jpg,nv,nv,nv
299,ISIC_0026804.jpg,nv,nv,nv
300,ISIC_0024700.jpg,mel,nv,nv
301,ISIC_0033758.jpg,bkl,nv,nv
302,ISIC_0027347.jpg,nv,nv,nv
303,ISIC_0029279.jpg,akiec,bkl,bkl
304,ISIC_0026387.jpg,nv,nv,nv
305,ISIC_0034164.jpg,nv,nv,nv
306,ISIC_0031640.jpg,bcc,nv,nv
307,ISIC_0031418.jpg,nv,nv,nv
308,ISIC_0026648.jpg,nv,nv,nv
309,ISIC_0030798.jpg,mel,nv,nv
310,ISIC_0030219.jpg,nv,nv,nv
311,ISIC_0027151.jpg,bkl,nv,nv
312,ISIC_0033325.jpg,mel,bcc,bcc
313,ISIC_0033109.jpg,nv,nv,nv
314,ISIC_0029703.jpg,nv,nv,nv
315,ISIC_0026471.jpg,df,nv,nv
316,ISIC_0027419.jpg,bkl,nv,nv
317,ISIC_0026288.jpg,nv,nv,nv
318,ISIC_0025686.jpg,nv,nv,nv
319,ISIC_0029980.jpg,nv,nv,nv
320,ISIC_0033602.jpg,nv,nv,nv
321,ISIC_0030186.jpg,nv,nv,nv
322,ISIC_0031192.jpg,nv,bkl,bkl
323,ISIC_0026534.jpg,nv,nv,nv
324,ISIC_0029917.jpg,bcc,nv,nv
325,ISIC_0030769.jpg,nv,nv,nv
326,ISIC_0024528.jpg,nv,nv,nv
327,ISIC_0030244.jpg,df,nv,nv
328,ISIC_0027912.jpg,nv,nv,nv
329,ISIC_0027766.jpg,nv,nv,nv
330,ISIC_0024353.jpg,nv,nv,nv
331,ISIC_0030537.jpg,nv,nv,nv
332,ISIC_0031480.jpg,nv,nv,nv
333,ISIC_0026529.jpg,nv,nv,nv
334,ISIC_0029021.jpg,mel,nv,nv
335,ISIC_0028167.jpg,nv,nv,nv
336,ISIC_0026383.jpg,nv,nv,nv
337,ISIC_0025194.jpg,nv,nv,nv
338,ISIC_0031716.jpg,bkl,bkl,bkl
339,ISIC_0028266.jpg,nv,nv,nv
340,ISIC_0028861.jpg,nv,nv,nv
341,ISIC_0027176.jpg,nv,nv,nv
342,ISIC_0034085.jpg,mel,nv,nv
343,ISIC_0029477.jpg,nv,nv,nv
344,ISIC_0033910.jpg,bkl,nv,nv
345,ISIC_0032925.jpg,mel,nv,nv
346,ISIC_0027095.jpg,nv,nv,nv
347,ISIC_0031820.jpg,nv,nv,nv
348,ISIC_0029573.jpg,akiec,bcc,bcc
349,ISIC_0032975.jpg,mel,nv,nv
350,ISIC_0032930.jpg,nv,nv,nv
351,ISIC_0030379.jpg,nv,nv,nv
352,ISIC_0028156.jpg,mel,nv,nv
353,ISIC_0033594.jpg,mel,nv,nv
354,ISIC_0027186.jpg,nv,nv,nv
355,ISIC_0028110.jpg,nv,nv,nv
356,ISIC_0029165.jpg,nv,nv,nv
357,ISIC_0027378.jpg,nv,nv,nv
358,ISIC_0028283.jpg,bcc,bcc,bcc
359,ISIC_0029774.jpg,nv,nv,nv
360,ISIC_0029806.jpg,nv,nv,nv
361,ISIC_0028097.jpg,nv,nv,nv
362,ISIC_0029173.jpg,nv,nv,nv
363,ISIC_0026918.jpg,nv,nv,nv
364,ISIC_0033264.jpg,bkl,bkl,bkl
365,ISIC_0031402.jpg,nv,nv,nv
366,ISIC_0029005.jpg,nv,nv,nv
367,ISIC_0024981.jpg,bkl,nv,nv
368,ISIC_0032139.jpg,bcc,nv,nv
369,ISIC_0032521.jpg,nv,nv,nv
370,ISIC_0028498.jpg,nv,nv,nv
371,ISIC_0028300.jpg,nv,nv,nv
372,ISIC_0032868.jpg,nv,nv,nv
373,ISIC_0031551.jpg,nv,nv,nv
374,ISIC_0030173.jpg,bkl,nv,nv
375,ISIC_0025308.jpg,nv,nv,nv
376,ISIC_0032154.jpg,akiec,nv,nv
377,ISIC_0033967.jpg,mel,nv,nv
378,ISIC_0028222.jpg,nv,bkl,bkl
379,ISIC_0032171.jpg,nv,nv,nv
380,ISIC_0030022.jpg,nv,nv,nv
381,ISIC_0032408.jpg,mel,nv,nv
382,ISIC_0029674.jpg,bkl,nv,nv
383,ISIC_0030123.jpg,bkl,nv,nv
384,ISIC_0031987.jpg,bkl,nv,nv
385,ISIC_0028420.jpg,nv,nv,nv
386,ISIC_0028330.jpg,nv,nv,nv
387,ISIC_0026798.jpg,bcc,nv,nv
388,ISIC_0034243.jpg,mel,nv,nv
389,ISIC_0025485.jpg,bkl,bkl,bkl
390,ISIC_0028816.jpg,akiec,bcc,bcc
391,ISIC_0033586.jpg,mel,nv,nv
392,ISIC_0033601.jpg,bkl,nv,nv
393,ISIC_0028067.jpg,nv,nv,nv
394,ISIC_0028617.jpg,nv,nv,nv
395,ISIC_0024401.jpg,nv,nv,nv
396,ISIC_0034196.jpg,vasc,bcc,bcc
397,ISIC_0024883.jpg,bkl,nv,nv
398,ISIC_0028678.jpg,nv,nv,nv
399,ISIC_0032758.jpg,nv,nv,nv
400,ISIC_0032332.jpg,nv,nv,nv
401,ISIC_0027142.jpg,bkl,nv,nv
402,ISIC_0026423.jpg,nv,nv,nv
403,ISIC_0028976.jpg,nv,nv,nv
404,ISIC_0024998.jpg,nv,nv,nv
405,ISIC_0034167.jpg,bkl,nv,nv
406,ISIC_0030454.jpg,nv,nv,nv
407,ISIC_0031566.jpg,nv,nv,nv
408,ISIC_0026642.jpg,nv,nv,nv
409,ISIC_0025099.jpg,bkl,nv,nv
410,ISIC_0028006.jpg,nv,nv,nv
411,ISIC_0029454.jpg,mel,bkl,bkl
412,ISIC_0029438.jpg,nv,nv,nv
413,ISIC_0024387.jpg,nv,nv,nv
414,ISIC_0024613.jpg,nv,nv,nv
415,ISIC_0033948.jpg,nv,nv,nv
416,ISIC_0032830.jpg,nv,nv,nv
417,ISIC_0028866.jpg,nv,nv,nv
418,ISIC_0029395.jpg,nv,nv,nv
419,ISIC_0029487.jpg,nv,nv,nv
420,ISIC_0029459.jpg,nv,nv,nv
421,ISIC_0032792.jpg,nv,nv,nv
422,ISIC_0024679.jpg,mel,bkl,bkl
423,ISIC_0032935.jpg,nv,nv,nv
424,ISIC_0031562.jpg,nv,nv,nv
425,ISIC_0033605.jpg,nv,nv,nv
426,ISIC_0025479.jpg,nv,nv,nv
427,ISIC_0033071.jpg,nv,nv,nv
428,ISIC_0031298.jpg,bcc,bcc,bcc
429,ISIC_0026695.jpg,nv,nv,nv
430,ISIC_0024516.jpg,mel,nv,nv
431,ISIC_0026022.jpg,nv,nv,nv
432,ISIC_0026228.jpg,nv,nv,nv
433,ISIC_0024604.jpg,nv,nv,nv
434,ISIC_0031472.jpg,nv,nv,nv
435,ISIC_0029539.jpg,bcc,nv,nv
436,ISIC_0028337.jpg,nv,nv,nv
437,ISIC_0025731.jpg,bcc,bcc,bcc
438,ISIC_0030476.jpg,nv,nv,nv
439,ISIC_0033254.jpg,vasc,vasc,vasc
440,ISIC_0025079.jpg,nv,nv,nv
441,ISIC_0033506.jpg,nv,nv,nv
442,ISIC_0024591.jpg,nv,nv,nv
443,ISIC_0026862.jpg,nv,nv,nv
444,ISIC_0025362.jpg,bcc,bkl,bkl
445,ISIC_0030070.jpg,vasc,nv,nv
446,ISIC_0026051.jpg,nv,nv,nv
447,ISIC_0027197.jpg,nv,nv,nv
448,ISIC_0028637.jpg,nv,nv,nv
449,ISIC_0030179.jpg,nv,nv,nv
450,ISIC_0025813.jpg,nv,nv,nv
451,ISIC_0024330.jpg,df,nv,nv
452,ISIC_0025125.jpg,nv,nv,nv
453,ISIC_0029532.jpg,nv,nv,nv
454,ISIC_0032979.jpg,nv,nv,nv
455,ISIC_0025787.jpg,nv,nv,nv
456,ISIC_0029099.jpg,vasc,nv,nv
457,ISIC_0025692.jpg,nv,nv,nv
458,ISIC_0024436.jpg,bcc,bcc,bcc
459,ISIC_0032044.jpg,mel,nv,nv
460,ISIC_0026183.jpg,nv,nv,nv
461,ISIC_0031932.jpg,nv,nv,nv
462,ISIC_0032237.jpg,nv,nv,nv
463,ISIC_0025004.jpg,nv,nv,nv
464,ISIC_0025333.jpg,nv,nv,nv
465,ISIC_0032840.jpg,mel,nv,nv
466,ISIC_0027173.jpg,nv,nv,nv
467,ISIC_0032650.jpg,nv,nv,nv
468,ISIC_0033927.jpg,nv,nv,nv
469,ISIC_0034050.jpg,mel,nv,nv
470,ISIC_0032881.jpg,nv,nv,nv
471,ISIC_0032933.jpg,nv,nv,nv
472,ISIC_0032675.jpg,bkl,nv,nv
473,ISIC_0030599.jpg,nv,nv,nv
474,ISIC_0026643.jpg,bcc,bcc,bcc
475,ISIC_0028951.jpg,nv,nv,nv
476,ISIC_0025933.jpg,nv,nv,nv
477,ISIC_0028886.jpg,nv,nv,nv
478,ISIC_0029796.jpg,nv,nv,nv
479,ISIC_0029433.jpg,nv,nv,nv
480,ISIC_0031645.jpg,nv,nv,nv
481,ISIC_0026555.jpg,nv,nv,nv
482,ISIC_0034212.jpg,nv,nv,nv
483,ISIC_0025916.jpg,nv,nv,nv
484,ISIC_0029827.jpg,akiec,nv,nv
485,ISIC_0033679.jpg,mel,nv,nv
486,ISIC_0025135.jpg,nv,nv,nv
487,ISIC_0025530.jpg,bcc,bcc,bcc
488,ISIC_0032168.jpg,bkl,nv,nv
489,ISIC_0027680.jpg,bkl,bcc,bcc
490,ISIC_0032686.jpg,nv,nv,nv
491,ISIC_0032336.jpg,nv,nv,nv
492,ISIC_0030213.jpg,nv,nv,nv
493,ISIC_0027552.jpg,mel,nv,nv
494,ISIC_0031265.jpg,nv,nv,nv
495,ISIC_0024651.jpg,nv,nv,nv
496,ISIC_0031711.jpg,mel,nv,nv
497,ISIC_0029052.jpg,df,nv,nv
498,ISIC_0025910.jpg,nv,nv,nv
499,ISIC_0030318.jpg,bkl,nv,nv
500,ISIC_0032545.jpg,vasc,nv,nv
501,ISIC_0026722.jpg,nv,nv,nv
502,ISIC_0029869.jpg,nv,nv,nv
503,ISIC_0025426.jpg,nv,nv,nv
504,ISIC_0030713.jpg,nv,nv,nv
505,ISIC_0031937.jpg,bkl,nv,nv
506,ISIC_0029111.jpg,nv,nv,nv
507,ISIC_0026194.jpg,akiec,nv,nv
508,ISIC_0028105.jpg,nv,nv,nv
509,ISIC_0028336.jpg,bkl,nv,nv
510,ISIC_0033429.jpg,mel,nv,nv
511,ISIC_0026224.jpg,nv,nv,nv
512,ISIC_0034109.jpg,nv,nv,nv
513,ISIC_0028522.jpg,nv,nv,nv
514,ISIC_0033344.jpg,mel,nv,nv
515,ISIC_0034039.jpg,nv,nv,nv
516,ISIC_0025461.jpg,nv,nv,nv
517,ISIC_0030974.jpg,nv,nv,nv
518,ISIC_0026434.jpg,nv,nv,nv
519,ISIC_0028656.jpg,bkl,nv,nv
520,ISIC_0034076.jpg,mel,nv,nv
521,ISIC_0031277.jpg,bkl,nv,nv
522,ISIC_0026906.jpg,nv,nv,nv
523,ISIC_0029071.jpg,nv,nv,nv
524,ISIC_0032024.jpg,bkl,nv,nv
525,ISIC_0030461.jpg,nv,nv,nv
526,ISIC_0027093.jpg,bcc,nv,nv
527,ISIC_0027586.jpg,nv,nv,nv
528,ISIC_0027301.jpg,nv,nv,nv
529,ISIC_0033123.jpg,vasc,vasc,vasc
530,ISIC_0033705.jpg,akiec,nv,nv
531,ISIC_0025284.jpg,nv,nv,nv
532,ISIC_0031817.jpg,nv,nv,nv
533,ISIC_0030529.jpg,nv,nv,nv
534,ISIC_0028635.jpg,nv,nv,nv
535,ISIC_0025404.jpg,nv,nv,nv
536,ISIC_0034065.jpg,mel,nv,nv
537,ISIC_0029681.jpg,nv,nv,nv
538,ISIC_0029131.jpg,nv,nv,nv
539,ISIC_0028697.jpg,nv,nv,nv
540,ISIC_0032964.jpg,nv,nv,nv
541,ISIC_0029685.jpg,nv,nv,nv
542,ISIC_0028900.jpg,mel,nv,nv
543,ISIC_0029786.jpg,nv,nv,nv
544,ISIC_0029897.jpg,bkl,bkl,bkl
545,ISIC_0029345.jpg,bkl,nv,nv
546,ISIC_0033699.jpg,nv,nv,nv
547,ISIC_0032023.jpg,nv,nv,nv
548,ISIC_0031391.jpg,nv,nv,nv
549,ISIC_0025392.jpg,bkl,nv,nv
550,ISIC_0029505.jpg,bkl,nv,nv
551,ISIC_0031242.jpg,nv,nv,nv
552,ISIC_0031555.jpg,nv,nv,nv
553,ISIC_0033293.jpg,nv,nv,nv
554,ISIC_0032370.jpg,nv,nv,nv
555,ISIC_0030711.jpg,nv,nv,nv
556,ISIC_0026864.jpg,nv,nv,nv
557,ISIC_0029420.jpg,bkl,nv,nv
558,ISIC_0033046.jpg,nv,nv,nv
559,ISIC_0032538.jpg,vasc,bcc,bcc
560,ISIC_0033215.jpg,nv,nv,nv
561,ISIC_0029526.jpg,nv,nv,nv
562,ISIC_0032455.jpg,akiec,bkl,bkl
563,ISIC_0025833.jpg,nv,nv,nv
564,ISIC_0026880.jpg,nv,nv,nv
565,ISIC_0033867.jpg,nv,nv,nv
566,ISIC_0030554.jpg,nv,nv,nv
567,ISIC_0026182.jpg,nv,nv,nv
568,ISIC_0032472.jpg,nv,nv,nv
569,ISIC_0032602.jpg,mel,nv,nv
570,ISIC_0025537.jpg,nv,nv,nv
571,ISIC_0032822.jpg,nv,nv,nv
572,ISIC_0030037.jpg,nv,nv,nv
